year,exporter,flow,importer,resource,weight (kg),value (US$),exporterISO,importerISO,exporter continent,importer continent
2018,Russia,Export,Uzbekistan,Coal,184066.5,64566.84,RUS,UZB,Europe,Asia
2018,Rwanda,Export,Ethiopia,Coal,5.0,6.017,RWA,ETH,Africa,Africa
2018,Saudi Arabia,Export,Bahrain,Coal,43846.141,9848.001,SAU,BHR,Asia,Asia
2018,Saudi Arabia,Export,Oman,Coal,72953.151,18650.669,SAU,OMN,Asia,Asia
2018,Saudi Arabia,Export,United Arab Emirates,Coal,376540.517,97190.945,SAU,ARE,Asia,Asia
2018,Saudi Arabia,Export,Yemen,Coal,8749.371,933.333,SAU,YEM,Asia,Asia
2018,Mongolia,Export,China,Oil,839148430.0,391987754.22,MNG,CHN,Asia,Asia
2018,Rep. of Moldova,Export,Romania,Oil,101986.0,36897.0,MDA,ROU,Europe,Europe
2018,Morocco,Export,Mauritania,Oil,620.0,1470.259,MAR,MRT,Africa,Africa
2018,Namibia,Export,Angola,Oil,1747.784,849.199,NAM,AGO,Africa,Africa
2018,Namibia,Export,Belgium,Oil,0.0,53.995,NAM,BEL,Africa,Europe
2018,Namibia,Export,Bermuda,Oil,65876.145,32007.354,NAM,BMU,Africa,North America
2018,Namibia,Export,Belize,Oil,1264.002,614.143,NAM,BLZ,Africa,North America
2018,Namibia,Export,Canada,Oil,1.565,0.76,NAM,CAN,Africa,North America
2018,Namibia,Export,Cayman Isds,Oil,2335.921,1134.958,NAM,CYM,Africa,North America
2018,Namibia,Export,China,Oil,2238.866,1087.802,NAM,CHN,Africa,Asia
2018,Namibia,Export,Dem. Rep. of the Congo,Oil,1654499.023,803874.24,NAM,COD,Africa,Africa
2018,Namibia,Export,Cyprus,Oil,17820.599,8658.525,NAM,CYP,Africa,Asia
2018,Namibia,Export,Denmark,Oil,7885.571,3831.376,NAM,DNK,Africa,Europe
2018,Namibia,Export,Germany,Oil,15675.507,7616.285,NAM,DEU,Africa,Europe
2018,Namibia,Export,Greece,Oil,2743.325,1332.904,NAM,GRC,Africa,Europe
2018,Namibia,Export,"China, Hong Kong SAR",Oil,3.13,1.521,NAM,HKG,Africa,Asia
2018,Namibia,Export,Lithuania,Oil,985.176,478.669,NAM,LTU,Africa,Europe
2018,Namibia,Export,Malaysia,Oil,1739.856,845.347,NAM,MYS,Africa,Asia
2018,Namibia,Export,Mozambique,Oil,33955.669,16498.098,NAM,MOZ,Africa,Africa
2018,Namibia,Export,Netherlands,Oil,27.101,13.168,NAM,NLD,Africa,Europe
2018,Namibia,Export,Norway,Oil,2691.571,1307.758,NAM,NOR,Africa,Europe
2018,Namibia,Export,Panama,Oil,47868.069,23257.74,NAM,PAN,Africa,North America
2018,Namibia,Export,Russia,Oil,151.086,73.408,NAM,RUS,Africa,Europe
2018,Namibia,Export,India,Oil,7.826,3.802,NAM,IND,Africa,Asia
2018,Namibia,Export,Singapore,Oil,4.696,2.281,NAM,SGP,Africa,Asia
2018,Namibia,Export,South Africa,Oil,0.0,68566.188,NAM,ZAF,Africa,Africa
2018,Namibia,Export,Switzerland,Oil,496.983,241.47,NAM,CHE,Africa,Europe
2018,Namibia,Export,United Arab Emirates,Oil,0.0,1162.623,NAM,ARE,Africa,Asia
2018,Namibia,Export,United Kingdom,Oil,928.333,451.051,NAM,GBR,Africa,Europe
2018,Namibia,Export,USA,Oil,28.174,13.689,NAM,USA,Africa,North America
2018,Namibia,Export,Zambia,Oil,414.779,201.529,NAM,ZMB,Africa,Africa
2018,Netherlands,Export,Australia,Oil,2.0,1.181,NLD,AUS,Europe,Oceania
2018,Netherlands,Export,Belgium,Oil,343201.0,243404.307,NLD,BEL,Europe,Europe
2018,Netherlands,Export,Brunei Darussalam,Oil,18.0,8.266,NLD,BRN,Europe,Asia
2018,Netherlands,Export,Bulgaria,Oil,552.0,290.478,NLD,BGR,Europe,Europe
2018,Netherlands,Export,Canada,Oil,16164000.0,13161549.41,NLD,CAN,Europe,North America
2018,Netherlands,Export,Croatia,Oil,328.0,239.704,NLD,HRV,Europe,Europe
2018,Netherlands,Export,Cyprus,Oil,16.0,14.17,NLD,CYP,Europe,Asia
2018,Netherlands,Export,Czechia,Oil,2908.0,2127.813,NLD,CZE,Europe,Europe
2018,Netherlands,Export,Denmark,Oil,12747.0,4292.231,NLD,DNK,Europe,Europe
2018,Netherlands,Export,Estonia,Oil,18.0,15.35,NLD,EST,Europe,Europe
2018,Netherlands,Export,Finland,Oil,2.0,1.181,NLD,FIN,Europe,Europe
2018,Netherlands,Export,France,Oil,69.0,55.498,NLD,FRA,Europe,Europe
2018,Netherlands,Export,Germany,Oil,94082700.0,46218566.416,NLD,DEU,Europe,Europe
2018,Netherlands,Export,Greece,Oil,658.0,481.769,NLD,GRC,Europe,Europe
2018,Netherlands,Export,Indonesia,Oil,1000.0,903.317,NLD,IDN,Europe,Asia
2018,Netherlands,Export,Ireland,Oil,2.0,1.181,NLD,IRL,Europe,Europe
2018,Netherlands,Export,Kazakhstan,Oil,810.0,366.05,NLD,KAZ,Europe,Asia
2018,Netherlands,Export,Lithuania,Oil,37.0,27.159,NLD,LTU,Europe,Europe
2018,Netherlands,Export,Malta,Oil,3.0,2.362,NLD,MLT,Europe,Europe
2018,Netherlands,Export,Peru,Oil,3.0,1.181,NLD,PER,Europe,South America
2018,Netherlands,Export,Portugal,Oil,23.0,17.712,NLD,PRT,Europe,Europe
2018,Netherlands,Export,Romania,Oil,13.0,177.121,NLD,ROU,Europe,Europe
2018,Netherlands,Export,Slovenia,Oil,27.0,20.074,NLD,SVN,Europe,Europe
2018,Netherlands,Export,South Africa,Oil,350.0,158.228,NLD,ZAF,Europe,Africa
2018,Netherlands,Export,Sweden,Oil,5.0,3.542,NLD,SWE,Europe,Europe
2018,Netherlands,Export,United Arab Emirates,Oil,34651.0,15841.696,NLD,ARE,Europe,Asia
2018,Netherlands,Export,United Kingdom,Oil,115595500.0,59794013.2,NLD,GBR,Europe,Europe
2018,New Zealand,Export,Australia,Oil,390647000.0,225075523.355,NZL,AUS,Oceania,Oceania
2018,New Zealand,Export,Cook Isds,Oil,2000.0,10994.623,NZL,COK,Oceania,Oceania
2018,New Zealand,Export,Rep. of Korea,Oil,24063000.0,12598072.951,NZL,KOR,Oceania,Asia
2018,New Zealand,Export,Singapore,Oil,172738000.0,103470649.596,NZL,SGP,Oceania,Asia
2018,Nigeria,Export,Argentina,Oil,0.0,127980973.747,NGA,ARG,Africa,South America
2018,Nigeria,Export,Australia,Oil,0.0,255478808.752,NGA,AUS,Africa,Oceania
2018,Nigeria,Export,Brazil,Oil,0.0,1766846665.24,NGA,BRA,Africa,South America
2018,Nigeria,Export,Cameroon,Oil,0.0,265913670.577,NGA,CMR,Africa,Africa
2018,Nigeria,Export,Canada,Oil,0.0,1734090921.16,NGA,CAN,Africa,North America
2018,Nigeria,Export,China,Oil,0.0,156800444.287,NGA,CHN,Africa,Asia
2018,Nigeria,Export,Dominican Rep.,Oil,0.0,365514376.24,NGA,DOM,Africa,North America
2018,Nigeria,Export,France,Oil,0.0,4017887654.8,NGA,FRA,Africa,Europe
2018,Nigeria,Export,Germany,Oil,0.0,1246766734.2,NGA,DEU,Africa,Europe
2018,Nigeria,Export,Ghana,Oil,0.0,36523454.545,NGA,GHA,Africa,Africa
2018,Nigeria,Export,Gibraltar,Oil,0.0,131476301.789,NGA,GIB,Africa,Europe
2018,Nigeria,Export,Indonesia,Oil,0.0,2507519837.88,NGA,IDN,Africa,Asia
2018,Nigeria,Export,Ireland,Oil,0.0,73084660.091,NGA,IRL,Africa,Europe
2018,Nigeria,Export,Italy,Oil,0.0,1779202761.8,NGA,ITA,Africa,Europe
2018,Nigeria,Export,Côte d'Ivoire,Oil,0.0,1311190284.72,NGA,CIV,Africa,Africa
2018,Nigeria,Export,Rep. of Korea,Oil,0.0,149000877.486,NGA,KOR,Africa,Asia
2018,Nigeria,Export,Malaysia,Oil,0.0,139549842.342,NGA,MYS,Africa,Asia
2018,Nigeria,Export,Netherlands,Oil,0.0,5039503570.8,NGA,NLD,Africa,Europe
2018,Nigeria,Export,Peru,Oil,0.0,146658108.328,NGA,PER,Africa,South America
2018,Nigeria,Export,Philippines,Oil,0.0,54710587.348,NGA,PHL,Africa,Asia
2018,Nigeria,Export,Poland,Oil,0.0,193904056.822,NGA,POL,Africa,Europe
2018,Nigeria,Export,Romania,Oil,0.0,70935187.829,NGA,ROU,Africa,Europe
2018,Nigeria,Export,Senegal,Oil,0.0,689857010.32,NGA,SEN,Africa,Africa
2018,Nigeria,Export,India,Oil,0.0,9055790356.4,NGA,IND,Africa,Asia
2018,Nigeria,Export,Singapore,Oil,0.0,98093957.412,NGA,SGP,Africa,Asia
2018,Nigeria,Export,South Africa,Oil,0.0,3975219590.0,NGA,ZAF,Africa,Africa
2018,Nigeria,Export,Spain,Oil,0.0,5392544235.6,NGA,ESP,Africa,Europe
2018,Nigeria,Export,Sweden,Oil,0.0,2376545867.76,NGA,SWE,Africa,Europe
2018,Nigeria,Export,Thailand,Oil,0.0,652919403.84,NGA,THA,Africa,Asia
2018,Nigeria,Export,Togo,Oil,0.0,956823185.44,NGA,TGO,Africa,Africa
2018,Nigeria,Export,Türkiye,Oil,0.0,23566538.729,NGA,TUR,Africa,Asia
2018,Nigeria,Export,United Kingdom,Oil,0.0,2233052447.08,NGA,GBR,Africa,Europe
2018,Nigeria,Export,USA,Oil,0.0,3617801038.0,NGA,USA,Africa,North America
2018,Nigeria,Export,Uruguay,Oil,0.0,279222986.961,NGA,URY,Africa,South America
2018,Norway,Export,Belgium,Oil,311179000.0,168715577.786,NOR,BEL,Europe,Europe
2018,Norway,Export,Canada,Oil,867559000.0,421739735.669,NOR,CAN,Europe,North America
2018,Norway,Export,China,Oil,275765000.0,121944687.223,NOR,CHN,Europe,Asia
2018,Norway,Export,Croatia,Oil,92420000.0,47573780.716,NOR,HRV,Europe,Europe
2018,Norway,Export,Denmark,Oil,3019551100.0,1631048726.277,NOR,DNK,Europe,Europe
2018,Norway,Export,Finland,Oil,1990820000.0,1087030386.217,NOR,FIN,Europe,Europe
2018,Norway,Export,France,Oil,1800913500.0,958748975.123,NOR,FRA,Europe,Europe
2018,Norway,Export,Germany,Oil,5877622000.0,3136564194.413,NOR,DEU,Europe,Europe
2018,Norway,Export,Indonesia,Oil,88611000.0,45845840.023,NOR,IDN,Europe,Asia
2018,Norway,Export,Ireland,Oil,1425374000.0,778127538.484,NOR,IRL,Europe,Europe
2018,Norway,Export,Italy,Oil,892015000.0,486927571.757,NOR,ITA,Europe,Europe
2018,Norway,Export,Japan,Oil,35541400.0,22568985.312,NOR,JPN,Europe,Asia
2018,Norway,Export,Rep. of Korea,Oil,640407400.0,414731312.953,NOR,KOR,Europe,Asia
2018,Norway,Export,Lithuania,Oil,84912000.0,53860065.846,NOR,LTU,Europe,Europe
2018,Norway,Export,Netherlands,Oil,11788394620.0,6244189396.677,NOR,NLD,Europe,Europe
2018,Norway,Export,Poland,Oil,826091000.0,436840909.365,NOR,POL,Europe,Europe
2018,Norway,Export,Portugal,Oil,170209000.0,91279277.944,NOR,PRT,Europe,Europe
2018,Norway,Export,South Africa,Oil,105104900.0,65276689.153,NOR,ZAF,Europe,Africa
2018,Norway,Export,Spain,Oil,1230601500.0,642082591.762,NOR,ESP,Europe,Europe
2018,Norway,Export,Sweden,Oil,4357355000.0,2389571589.756,NOR,SWE,Europe,Europe
2018,Norway,Export,Thailand,Oil,41550300.0,24914150.374,NOR,THA,Europe,Asia
2018,Norway,Export,United Kingdom,Oil,23928690000.0,12360751804.905,NOR,GBR,Europe,Europe
2018,Norway,Export,USA,Oil,2471208000.0,1270836844.971,NOR,USA,Europe,North America
2018,Norway,Export,Uruguay,Oil,136818000.0,78195793.4,NOR,URY,Europe,South America
2018,Pakistan,Export,Australia,Oil,91164000.0,45551509.577,PAK,AUS,Asia,Oceania
2018,Pakistan,Export,Guinea,Oil,45753000.0,26693546.84,PAK,GIN,Asia,Africa
2018,Pakistan,Export,Papua New Guinea,Oil,45753000.0,29952530.917,PAK,PNG,Asia,Oceania
2018,Pakistan,Export,Thailand,Oil,45753000.0,22885241.11,PAK,THA,Asia,Asia
2018,Pakistan,Export,United Arab Emirates,Oil,275303000.0,136984128.079,PAK,ARE,Asia,Asia
2018,Peru,Export,Chile,Oil,201712500.0,87825199.28,PER,CHL,South America,South America
2018,Peru,Export,Colombia,Oil,4.5,0.9,PER,COL,South America,South America
2018,Peru,Export,Japan,Oil,119.0,30.0,PER,JPN,South America,Asia
2018,Peru,Export,Rep. of Korea,Oil,102630000.0,35719163.26,PER,KOR,South America,Asia
2018,Peru,Export,USA,Oil,38574100.0,15329513.06,PER,USA,South America,North America
2018,Philippines,Export,Rep. of Korea,Oil,159880860.0,59202172.0,PHL,KOR,Asia,Asia
2018,Philippines,Export,Singapore,Oil,203526360.0,53475136.0,PHL,SGP,Asia,Asia
2018,Philippines,Export,Thailand,Oil,491513520.0,90000000.0,PHL,THA,Asia,Asia
2018,Poland,Export,Czechia,Oil,1015.0,993.0,POL,CZE,Europe,Europe
2018,Poland,Export,Denmark,Oil,208.0,1284.0,POL,DNK,Europe,Europe
2018,Poland,Export,Germany,Oil,241215000.0,126178819.0,POL,DEU,Europe,Europe
2018,Poland,Export,Hungary,Oil,97.0,1143.0,POL,HUN,Europe,Europe
2018,Poland,Export,Latvia,Oil,78.374,41.0,POL,LVA,Europe,Europe
2018,Poland,Export,Norway,Oil,32.0,10.0,POL,NOR,Europe,Europe
2018,Poland,Export,Sweden,Oil,894.0,6808.0,POL,SWE,Europe,Europe
2018,Poland,Export,Ukraine,Oil,545.793,297.0,POL,UKR,Europe,Europe
2018,Qatar,Export,Myanmar,Oil,460881000.0,243542243.827,QAT,MMR,Asia,Asia
2018,Qatar,Export,Chad,Oil,65407900.0,33427918.89,QAT,TCD,Asia,Africa
2018,Qatar,Export,China,Oil,491093000.0,269984337.867,QAT,CHN,Asia,Asia
2018,Qatar,Export,Japan,Oil,10550689000.0,5711355618.582,QAT,JPN,Asia,Asia
2018,Qatar,Export,Rep. of Korea,Oil,127808600.0,66004635.693,QAT,KOR,Asia,Asia
2018,Qatar,Export,Malaysia,Oil,524120800.0,303832409.038,QAT,MYS,Asia,Asia
2018,Qatar,Export,Netherlands,Oil,0.0,20614.658,QAT,NLD,Asia,Europe
2018,Qatar,Export,New Zealand,Oil,65708300.0,31499837.622,QAT,NZL,Asia,Oceania
2018,Qatar,Export,Pakistan,Oil,105148000.0,50406962.005,QAT,PAK,Asia,Asia
2018,Qatar,Export,Philippines,Oil,452781900.0,250072415.039,QAT,PHL,Asia,Asia
2018,Qatar,Export,India,Oil,2308345300.0,1229867483.948,QAT,IND,Asia,Asia
2018,Qatar,Export,Singapore,Oil,7437885000.0,4040622176.82,QAT,SGP,Asia,Asia
2018,Qatar,Export,Thailand,Oil,2783931000.0,1507217913.8,QAT,THA,Asia,Asia
2018,Romania,Export,Rep. of Moldova,Oil,117818.0,39822.48,ROU,MDA,Europe,Europe
2018,Romania,Export,Serbia,Oil,15948000.0,7456368.57,ROU,SRB,Europe,Europe
2018,Romania,Export,USA,Oil,745.393,401.49,ROU,USA,Europe,North America
2018,Russia,Export,Azerbaijan,Oil,64039000.0,31322445.57,RUS,AZE,Europe,Asia
2018,Russia,Export,Bulgaria,Oil,3051294000.0,1522604912.55,RUS,BGR,Europe,Europe
2018,Russia,Export,Belarus,Oil,18268920000.0,6788234239.0,RUS,BLR,Europe,Europe
2018,Russia,Export,Canada,Oil,199924200.0,98165196.76,RUS,CAN,Europe,North America
2018,Russia,Export,China,Oil,66957520000.0,35113660248.16,RUS,CHN,Europe,Asia
2018,Russia,Export,Colombia,Oil,206914000.0,108499778.09,RUS,COL,Europe,South America
2018,Russia,Export,Croatia,Oil,2034825000.0,1042663011.3,RUS,HRV,Europe,Europe
2018,Russia,Export,Cuba,Oil,99936900.0,55805597.24,RUS,CUB,Europe,North America
2018,Russia,Export,Czechia,Oil,4008984000.0,1974503030.18,RUS,CZE,Europe,Europe
2018,Russia,Export,Denmark,Oil,609919700.0,303967577.86,RUS,DNK,Europe,Europe
2018,Russia,Export,Estonia,Oil,1842735.0,917907.11,RUS,EST,Europe,Europe
2018,Russia,Export,Finland,Oil,10178504000.0,4923402190.94,RUS,FIN,Europe,Europe
2018,Russia,Export,France,Oil,1381906000.0,741304115.75,RUS,FRA,Europe,Europe
2018,Russia,Export,Germany,Oil,23552150000.0,11499075119.21,RUS,DEU,Europe,Europe
2018,Russia,Export,Greece,Oil,1080653400.0,528562537.22,RUS,GRC,Europe,Europe
2018,Russia,Export,Hungary,Oil,4134297000.0,1951246821.08,RUS,HUN,Europe,Europe
2018,Russia,Export,Italy,Oil,13106179000.0,6574024150.87,RUS,ITA,Europe,Europe
2018,Russia,Export,Japan,Oil,6999036000.0,3799740978.26,RUS,JPN,Europe,Asia
2018,Russia,Export,Kazakhstan,Oil,21990293.0,7881309.0,RUS,KAZ,Europe,Asia
2018,Russia,Export,Rep. of Korea,Oil,15273516000.0,8274160556.33,RUS,KOR,Europe,Asia
2018,Russia,Export,Kyrgyzstan,Oil,1499663.0,646902.0,RUS,KGZ,Europe,Asia
2018,Russia,Export,Latvia,Oil,100006000.0,50693850.94,RUS,LVA,Europe,Europe
2018,Russia,Export,Lithuania,Oil,4183549000.0,2017008422.5,RUS,LTU,Europe,Europe
2018,Russia,Export,Malaysia,Oil,648216200.0,338445288.12,RUS,MYS,Europe,Asia
2018,Russia,Export,Malta,Oil,131389000.0,77399778.11,RUS,MLT,Europe,Europe
2018,Russia,Export,Netherlands,Oil,42156230000.0,20755421738.55,RUS,NLD,Europe,Europe
2018,Russia,Export,Curaçao,Oil,1081413300.0,490861332.31,RUS,CUW,Europe,North America
2018,Russia,Export,New Zealand,Oil,30039100.0,17724175.8,RUS,NZL,Europe,Oceania
2018,Russia,Export,Norway,Oil,222465600.0,117556489.89,RUS,NOR,Europe,Europe
2018,Russia,Export,Philippines,Oil,200375000.0,115453702.78,RUS,PHL,Europe,Asia
2018,Russia,Export,Poland,Oil,17735990000.0,8629142863.62,RUS,POL,Europe,Europe
2018,Russia,Export,Portugal,Oil,1442348517.0,698683552.68,RUS,PRT,Europe,Europe
2018,Russia,Export,Romania,Oil,2895445700.0,1397070276.63,RUS,ROU,Europe,Europe
2018,Russia,Export,India,Oil,2292731000.0,1175122160.57,RUS,IND,Europe,Asia
2018,Russia,Export,Singapore,Oil,533453000.0,290290041.23,RUS,SGP,Europe,Asia
2018,Russia,Export,Slovakia,Oil,5238273000.0,2485540121.43,RUS,SVK,Europe,Europe
2018,Russia,Export,Spain,Oil,1152352000.0,573269603.95,RUS,ESP,Europe,Europe
2018,Russia,Export,Sweden,Oil,2901479000.0,1399158687.19,RUS,SWE,Europe,Europe
2018,Russia,Export,Thailand,Oil,322299200.0,172819690.45,RUS,THA,Europe,Asia
2018,Russia,Export,Trinidad and Tobago,Oil,1073027000.0,552880259.07,RUS,TTO,Europe,North America
2018,Russia,Export,Türkiye,Oil,2119985410.0,1052811945.19,RUS,TUR,Europe,Asia
2018,Russia,Export,Ukraine,Oil,606705.0,335664.78,RUS,UKR,Europe,Europe
2018,Russia,Export,United Kingdom,Oil,980282000.0,492856809.3,RUS,GBR,Europe,Europe
2018,Russia,Export,USA,Oil,1778614000.0,912954667.76,RUS,USA,Europe,North America
2018,Russia,Export,Uzbekistan,Oil,103754600.0,47189954.3,RUS,UZB,Europe,Asia
2018,Senegal,Export,Belgium,Oil,6051690.0,1523092.817,SEN,BEL,Africa,Europe
2018,Senegal,Export,Côte d'Ivoire,Oil,2777.0,3040.739,SEN,CIV,Africa,Africa
2018,Senegal,Export,Mali,Oil,3149090.0,1369992.122,SEN,MLI,Africa,Africa
2018,Senegal,Export,Netherlands,Oil,78627900.0,21850792.927,SEN,NLD,Africa,Europe
2018,Senegal,Export,Guinea-Bissau,Oil,526991.0,345218.975,SEN,GNB,Africa,Africa
2018,Senegal,Export,Togo,Oil,62.0,45.805,SEN,TGO,Africa,Africa
2018,Senegal,Export,Burkina Faso,Oil,3000.0,2626.191,SEN,BFA,Africa,Africa
2018,Mozambique,Export,Botswana,Gas,10000.0,151.98,MOZ,BWA,Africa,Africa
2018,Mozambique,Export,India,Gas,6000000.0,1173317.0,MOZ,IND,Africa,Asia
2018,Mozambique,Export,South Africa,Gas,400032.9,13522643.178,MOZ,ZAF,Africa,Africa
2018,Mozambique,Export,Switzerland,Gas,39000000.0,6050009.0,MOZ,CHE,Africa,Europe
2018,Namibia,Export,Angola,Gas,0.0,16252.474,NAM,AGO,Africa,Africa
2018,Namibia,Export,Botswana,Gas,0.0,80394.032,NAM,BWA,Africa,Africa
2018,Namibia,Export,South Africa,Gas,0.0,10819.688,NAM,ZAF,Africa,Africa
2018,Netherlands,Export,Belgium,Gas,4198230.0,1715345.373,NLD,BEL,Europe,Europe
2018,Netherlands,Export,France,Gas,345060.0,135555.372,NLD,FRA,Europe,Europe
2018,Netherlands,Export,Germany,Gas,115020.0,51764.183,NLD,DEU,Europe,Europe
2018,Netherlands,Export,Sweden,Gas,4658310.0,1975388.421,NLD,SWE,Europe,Europe
2018,New Zealand,Export,Australia,Gas,587333000.0,277838397.071,NZL,AUS,Oceania,Oceania
2018,New Zealand,Export,Cook Isds,Gas,1200.0,740.043,NZL,COK,Oceania,Oceania
2018,New Zealand,Export,Niue,Gas,16.0,71.371,NZL,NIU,Oceania,Oceania
2018,New Zealand,Export,Tuvalu,Gas,100.0,469.109,NZL,TUV,Oceania,Oceania
2018,New Zealand,Export,Samoa,Gas,734099.0,402226.363,NZL,WSM,Oceania,Oceania
2018,Nigeria,Export,Argentina,Gas,22477400.0,123650571.009,NGA,ARG,Africa,South America
2018,Nigeria,Export,Brazil,Gas,10314200.0,80099618.576,NGA,BRA,Africa,South America
2018,Nigeria,Export,China,Gas,63458500.0,464167123.92,NGA,CHN,Africa,Asia
2018,Nigeria,Export,Colombia,Gas,3054610.0,18831925.16,NGA,COL,Africa,South America
2018,Nigeria,Export,Benin,Gas,820000.0,515345.302,NGA,BEN,Africa,Africa
2018,Nigeria,Export,France,Gas,133406000.0,893454901.76,NGA,FRA,Africa,Europe
2018,Nigeria,Export,Greece,Gas,3341670.0,15517756.033,NGA,GRC,Africa,Europe
2018,Nigeria,Export,Italy,Gas,3330360.0,21599956.628,NGA,ITA,Africa,Europe
2018,Nigeria,Export,Japan,Gas,72052700.0,426549964.8,NGA,JPN,Africa,Asia
2018,Nigeria,Export,Jordan,Gas,31542900.0,118450909.936,NGA,JOR,Africa,Asia
2018,Nigeria,Export,Rep. of Korea,Gas,21936300.0,171521248.548,NGA,KOR,Africa,Asia
2018,Nigeria,Export,Kuwait,Gas,18246100.0,112306772.072,NGA,KWT,Africa,Asia
2018,Nigeria,Export,Mexico,Gas,55210200.0,168677795.182,NGA,MEX,Africa,North America
2018,Nigeria,Export,Pakistan,Gas,45808800.0,290834667.275,NGA,PAK,Africa,Asia
2018,Nigeria,Export,Portugal,Gas,106674000.0,661635973.28,NGA,PRT,Africa,Europe
2018,Nigeria,Export,India,Gas,144438000.0,726183672.84,NGA,IND,Africa,Asia
2018,Nigeria,Export,Singapore,Gas,3588340.0,25407013.498,NGA,SGP,Africa,Asia
2018,Nigeria,Export,Spain,Gas,151012000.0,869494137.04,NGA,ESP,Africa,Europe
2018,Nigeria,Export,Thailand,Gas,48562900.0,269314374.41,NGA,THA,Africa,Asia
2018,Nigeria,Export,Türkiye,Gas,70208800.0,483371020.16,NGA,TUR,Africa,Asia
2018,Nigeria,Export,Egypt,Gas,10158100.0,80175838.828,NGA,EGY,Africa,Africa
2018,Nigeria,Export,United Kingdom,Gas,3129300.0,17696285.349,NGA,GBR,Africa,Europe
2018,Nigeria,Export,USA,Gas,6299390.0,27165817.893,NGA,USA,Africa,North America
2018,Norway,Export,Argentina,Gas,63095100.0,27305845.633,NOR,ARG,Europe,South America
2018,Norway,Export,Belgium,Gas,17440600.0,7565647.877,NOR,BEL,Europe,Europe
2018,Norway,Export,Brazil,Gas,63129700.0,21030579.463,NOR,BRA,Europe,South America
2018,Norway,Export,Canada,Gas,63100500.0,10751251.815,NOR,CAN,Europe,North America
2018,Norway,Export,China,Gas,330118600.0,94105947.321,NOR,CHN,Europe,Asia
2018,Norway,Export,Finland,Gas,37747150.0,16889876.24,NOR,FIN,Europe,Europe
2018,Norway,Export,France,Gas,931502200.0,334359773.276,NOR,FRA,Europe,Europe
2018,Norway,Export,Germany,Gas,253600.0,182720.137,NOR,DEU,Europe,Europe
2018,Norway,Export,Italy,Gas,62217780.0,18580836.747,NOR,ITA,Europe,Europe
2018,Norway,Export,Japan,Gas,68784100.0,33250235.734,NOR,JPN,Europe,Asia
2018,Norway,Export,Jordan,Gas,128643000.0,36350310.132,NOR,JOR,Europe,Asia
2018,Norway,Export,Rep. of Korea,Gas,68640900.0,36230530.422,NOR,KOR,Europe,Asia
2018,Norway,Export,Kuwait,Gas,63580100.0,16409300.75,NOR,KWT,Europe,Asia
2018,Norway,Export,Lithuania,Gas,625213400.0,191001659.237,NOR,LTU,Europe,Europe
2018,Norway,Export,Netherlands,Gas,549526000.0,155324220.082,NOR,NLD,Europe,Europe
2018,Norway,Export,Pakistan,Gas,66006300.0,15793673.503,NOR,PAK,Europe,Asia
2018,Norway,Export,Poland,Gas,253853600.0,64990785.275,NOR,POL,Europe,Europe
2018,Norway,Export,Spain,Gas,444318400.0,110867971.029,NOR,ESP,Europe,Europe
2018,Norway,Export,Sweden,Gas,177420770.0,85235101.554,NOR,SWE,Europe,Europe
2018,Norway,Export,Switzerland,Gas,15600.0,12015.316,NOR,CHE,Europe,Europe
2018,Norway,Export,Türkiye,Gas,142590600.0,49959151.328,NOR,TUR,Europe,Asia
2018,Norway,Export,Egypt,Gas,385025000.0,119800329.605,NOR,EGY,Europe,Africa
2018,Norway,Export,United Kingdom,Gas,141279200.0,38985759.225,NOR,GBR,Europe,Europe
2018,Peru,Export,Australia,Gas,75507400.0,29655459.08,PER,AUS,South America,Oceania
2018,Peru,Export,China,Gas,67764200.0,26640261.83,PER,CHN,South America,Asia
2018,Peru,Export,France,Gas,217133500.0,56479593.6,PER,FRA,South America,Europe
2018,Peru,Export,Japan,Gas,435375200.0,126795928.72,PER,JPN,South America,Asia
2018,Peru,Export,Rep. of Korea,Gas,1014511800.0,290183133.0,PER,KOR,South America,Asia
2018,Peru,Export,Malta,Gas,49413100.0,13011966.28,PER,MLT,South America,Europe
2018,Peru,Export,Mexico,Gas,60738000.0,5510795.06,PER,MEX,South America,North America
2018,Peru,Export,Netherlands,Gas,312652600.0,82312214.0,PER,NLD,South America,Europe
2018,Peru,Export,Spain,Gas,1292313800.0,333879005.99,PER,ESP,South America,Europe
2018,Peru,Export,United Kingdom,Gas,218108000.0,57966175.28,PER,GBR,South America,Europe
2018,Russia,Export,Belgium,Gas,224728000.0,52487136.74,RUS,BEL,Europe,Europe
2018,Russia,Export,China,Gas,682976700.0,208976921.02,RUS,CHN,Europe,Asia
2018,Russia,Export,Czechia,Gas,18000.0,6342.57,RUS,CZE,Europe,Europe
2018,Russia,Export,Estonia,Gas,19782200.0,6421413.24,RUS,EST,Europe,Europe
2018,Russia,Export,Finland,Gas,208000.0,71038.17,RUS,FIN,Europe,Europe
2018,Russia,Export,France,Gas,1121350000.0,242976990.9,RUS,FRA,Europe,Europe
2018,Russia,Export,Japan,Gas,7844306200.0,2941224119.22,RUS,JPN,Europe,Asia
2018,Russia,Export,Kazakhstan,Gas,5776000.0,1004876.0,RUS,KAZ,Europe,Asia
2018,Russia,Export,Rep. of Korea,Gas,2145183400.0,698433614.81,RUS,KOR,Europe,Asia
